city,area_sqft,bedrooms,bathrooms,parking,building_age,near_metro,gym,pool,price
Bangalore,1232,3,1,1,0,1,1,0,14177010
Pune,4476,1,2,0,12,1,0,0,44290493
Hyderabad,2317,3,1,0,5,1,1,1,22451549
Delhi,6159,5,2,0,9,1,1,1,84670466
Delhi,1884,3,1,1,0,1,0,0,27274931
Pune,2624,1,4,1,25,0,1,1,26660503
Chennai,5783,4,4,0,11,0,0,0,46270008
Chennai,1698,1,3,0,18,1,0,0,14252793
Hyderabad,6207,1,2,0,14,1,1,0,53290113
Bangalore,2792,5,3,0,20,0,1,1,28201119
Pune,4717,2,1,1,4,1,1,0,47493103
Delhi,684,1,4,0,1,1,1,1,12495998
Pune,4627,5,1,1,18,0,1,0,46649745
Hyderabad,1497,4,3,0,13,0,0,0,15160033
Mumbai,2486,5,1,1,28,1,0,0,47240386
Mumbai,3309,5,1,0,8,1,0,1,63432235
Hyderabad,5164,3,1,1,28,0,0,0,42829550
Delhi,2857,2,1,1,0,1,0,0,39160067
Hyderabad,5991,2,4,0,12,1,1,1,52609781
Delhi,2179,6,1,0,16,0,0,0,31071021
Chennai,5425,4,1,1,27,1,1,0,43021892
Hyderabad,6215,6,4,1,1,1,1,0,56360277
Delhi,3539,5,1,0,23,1,0,0,49111579
Hyderabad,5675,4,1,0,21,0,0,1,47845207
Hyderabad,5386,4,3,0,13,0,0,0,47058144
Delhi,3011,2,4,0,19,0,1,0,41641481
Delhi,4027,2,2,1,22,1,1,1,54833892
Bangalore,3526,2,1,1,5,1,1,1,35414217
Hyderabad,3245,1,3,1,24,1,0,0,28532027
Mumbai,5589,5,4,0,5,0,1,0,105146687
Hyderabad,4673,4,1,0,17,1,1,0,41275844
Hyderabad,3081,5,2,0,18,0,0,1,28438645
Delhi,4703,4,1,1,8,1,1,1,65621189
Hyderabad,5892,4,3,0,14,1,1,1,52734567
Pune,3311,6,4,1,6,0,0,0,35165560
Hyderabad,4590,4,3,0,5,1,1,0,41016456
Pune,6658,4,4,1,28,1,0,1,66603908
Mumbai,869,3,2,1,4,0,0,1,17871002
Delhi,4243,3,1,1,18,1,1,0,57888464
Hyderabad,6848,6,3,0,19,1,1,1,60991715
Pune,2504,1,2,0,0,1,0,0,25836233
Pune,2203,2,2,0,20,1,1,1,23614225
Pune,3824,4,1,0,6,0,1,0,38861402
Chennai,940,5,3,1,17,1,0,1,11567537
Bangalore,3757,3,1,1,26,0,0,0,34125772
Mumbai,3406,2,1,0,27,1,0,1,62634963
Hyderabad,726,1,4,0,7,1,0,1,8876389
Chennai,2901,2,4,0,11,1,0,1,24721922
Hyderabad,5218,4,1,0,9,0,0,1,44800799
Hyderabad,1524,2,4,1,5,1,1,1,16358315
Delhi,6172,4,3,0,25,1,1,1,84183661
Delhi,3991,6,4,1,15,0,0,0,55524066
Delhi,6239,3,2,1,29,0,0,1,82928075
Chennai,5780,3,1,1,18,1,0,0,45366342
Hyderabad,4756,4,1,0,17,0,0,1,40522564
Bangalore,1370,5,3,0,23,0,0,1,15898648
Mumbai,3699,3,1,0,12,1,1,0,69572698
Delhi,2245,5,4,0,19,0,0,0,32553077
Delhi,5770,4,2,1,6,1,1,0,78261304
Hyderabad,943,6,1,0,6,0,0,1,11123563
Hyderabad,6386,4,4,1,15,0,1,1,55536263
Chennai,6090,6,2,0,29,1,1,0,48530554
Chennai,5058,3,1,1,25,1,0,0,39836893
Delhi,972,5,1,1,24,1,0,0,15846012
Hyderabad,579,4,1,1,9,0,0,1,8055521
Bangalore,5658,3,2,0,14,1,1,0,53994855
Mumbai,739,6,1,1,13,1,0,0,17771829
Hyderabad,5152,4,1,1,23,1,0,1,45137688
Hyderabad,1089,6,4,0,11,0,1,0,13696024
Pune,1860,2,4,1,28,1,1,1,20968635
Chennai,2384,6,4,0,14,1,0,0,21925004
Mumbai,6571,2,4,0,7,0,0,0,120595658
Delhi,5899,3,1,1,6,1,0,0,79784488
Hyderabad,5735,4,2,1,25,1,0,0,49153973
Delhi,2816,3,1,0,20,1,0,0,38802046
Hyderabad,6535,1,3,1,8,1,0,1,56769883
Delhi,4930,6,2,0,13,0,0,0,66502667
Mumbai,811,3,3,0,27,1,1,0,16847795
Chennai,1576,3,1,1,26,1,1,0,14435030
Mumbai,533,2,2,0,6,1,1,0,11585017
Pune,2341,6,2,1,11,1,1,1,27931024
Bangalore,4981,2,4,1,13,1,0,0,47730429
Chennai,748,4,1,0,10,0,0,1,7508681
Mumbai,1634,3,3,1,18,1,1,1,33454347
Pune,6029,6,2,1,27,1,1,1,61325699
Bangalore,5798,3,2,1,5,1,0,1,55698173
Pune,5389,4,4,1,2,0,0,0,55043393
Hyderabad,5447,5,2,1,5,1,1,1,49860314
Hyderabad,875,4,4,1,28,0,1,0,9310605
Delhi,1223,2,2,0,23,1,1,1,18013926
Chennai,6206,2,2,1,8,1,1,1,50399975
Hyderabad,2413,3,1,0,1,0,0,1,22104379
Pune,4797,2,2,0,5,1,0,1,47766006
Chennai,2992,6,4,1,13,1,0,1,27511846
Hyderabad,2442,4,4,1,18,0,1,0,22939850
Delhi,4504,3,4,0,29,1,0,0,60771607
Mumbai,2844,4,3,0,29,1,1,0,54478962
Delhi,1831,4,2,1,22,1,0,1,26635634
Bangalore,5088,3,1,0,26,0,1,1,47318945
Hyderabad,837,5,1,0,3,0,1,0,10514927
Bangalore,6564,2,3,1,13,1,0,1,62233819
Bangalore,2365,1,2,0,20,1,0,1,23522150
Pune,3637,1,4,0,9,0,0,1,36564610
Chennai,1291,1,3,1,5,1,1,0,12973527
Pune,4111,2,3,1,10,1,1,0,42468081
Hyderabad,4200,5,4,1,12,0,1,1,39538615
Bangalore,2016,4,3,1,23,0,0,0,20027434
Mumbai,4453,3,3,0,17,0,1,1,83283103
Bangalore,6618,5,4,0,19,1,0,0,62772276
Mumbai,6960,1,2,0,13,1,1,0,126888161
Pune,5537,6,1,0,26,0,0,0,54802076
Pune,4408,2,1,0,19,1,1,0,43908044
Chennai,3173,2,4,1,21,1,0,1,26491693
Bangalore,2622,3,4,0,19,1,0,0,26016180
Delhi,4285,6,2,0,10,1,1,0,59869435
Pune,558,4,3,1,20,0,1,1,8566051
Pune,2933,5,2,0,4,1,1,1,32246941
Chennai,2562,6,3,0,7,0,1,0,23044102
Mumbai,1754,5,3,1,3,1,0,1,37048038
Chennai,4188,5,2,1,11,0,1,0,34713876
Bangalore,4248,4,4,0,5,0,0,0,41365742
Hyderabad,6842,4,4,1,22,1,1,0,59756351
Hyderabad,5973,4,2,0,23,0,1,0,50200756
Mumbai,4630,3,3,0,24,1,0,1,85552049
Pune,4757,2,3,1,25,1,1,1,47972268
Mumbai,3529,1,3,0,7,0,1,0,65313593
Pune,3346,4,3,1,29,0,1,1,34525077
Pune,5490,2,2,1,3,0,1,1,55398173
Hyderabad,970,4,1,0,19,0,1,0,9790469
Mumbai,4535,1,4,0,9,1,1,0,83772227
Chennai,3399,6,4,1,10,1,0,0,30654556
Pune,1946,4,1,1,14,0,0,0,19947988
Delhi,4943,2,3,1,4,0,1,1,67114235
Delhi,5289,3,1,1,2,0,0,0,70266746
Chennai,5530,6,1,0,14,1,1,0,45126721
Delhi,1412,6,1,1,1,0,1,1,22197224
Bangalore,4742,6,4,0,1,1,1,0,48797792
Pune,2211,1,4,1,24,1,0,0,23207232
Chennai,1174,2,1,1,7,0,0,1,9892121
Mumbai,1939,5,1,0,21,1,1,1,39056400
Pune,3234,5,1,0,13,1,1,0,34372131
Chennai,6113,5,3,1,29,1,1,0,48823464
Hyderabad,4130,3,3,0,29,0,0,1,34768383
Mumbai,5875,4,3,0,8,0,0,0,108775824
Hyderabad,1185,4,4,0,4,1,1,1,14834354
Pune,1626,4,2,0,29,0,1,1,16877714
Mumbai,4716,3,1,1,11,1,1,0,87122144
Delhi,2966,5,1,0,9,0,1,1,42405109
Chennai,2897,6,2,1,0,1,0,0,26293910
Pune,4637,4,1,1,23,0,0,1,45885259
Bangalore,3938,6,3,1,18,0,0,1,38943627
Mumbai,4624,6,3,1,29,1,0,0,86881860
Mumbai,1465,3,2,0,24,0,1,0,27091203
Pune,6511,3,3,1,10,1,0,1,65738675
Pune,6596,2,2,1,16,0,1,0,63674375
Hyderabad,6657,4,3,0,2,0,0,1,58116440
Delhi,1419,5,1,0,0,0,0,0,20815948
Hyderabad,5413,1,4,0,16,0,0,0,45399826
Hyderabad,3372,3,3,1,5,1,1,0,31531551
Delhi,2008,6,2,0,12,1,0,0,29901240
Bangalore,1712,2,4,1,19,1,0,1,17956538
Hyderabad,1371,1,1,1,25,1,0,0,12447677
Hyderabad,4890,3,4,1,3,0,0,0,42638369
Mumbai,3754,2,2,0,4,0,0,0,69183290
Delhi,1363,6,1,1,14,1,0,0,21991192
Chennai,4453,4,1,1,13,1,1,0,36670475
Bangalore,3608,2,3,0,18,1,1,0,35099246
Bangalore,3555,3,4,1,14,1,1,0,35101348
Delhi,5633,4,3,0,11,0,1,1,76873488
Pune,4494,6,1,0,17,1,0,1,46965556
Pune,3182,5,3,0,13,0,1,0,33383842
Mumbai,5190,2,3,0,9,0,1,1,95174875
Mumbai,5778,1,2,0,7,0,1,0,104840579
Delhi,6113,6,3,0,26,0,0,1,82402225
Mumbai,5948,4,1,1,22,0,0,0,108997250
Bangalore,1113,6,3,0,25,0,0,0,13406700
Bangalore,2372,4,1,1,28,0,1,0,23325653
Chennai,3654,6,1,1,3,1,1,1,32107335
Pune,6199,5,2,1,17,1,0,0,62663005
Delhi,6179,2,1,1,27,0,0,0,81173387
Hyderabad,6188,1,1,0,24,1,1,0,51743254
Pune,5751,5,2,1,7,0,1,0,58458162
Hyderabad,5060,2,1,0,3,1,0,0,44144225
Chennai,6075,1,2,1,10,1,0,1,48269313
Chennai,3873,6,4,0,4,1,1,1,35139353
Mumbai,5886,1,4,0,29,1,0,1,107664408
Chennai,3691,3,4,1,9,1,0,0,30657899
Chennai,6889,1,1,0,5,1,0,0,53605989
Hyderabad,1067,2,3,0,28,1,0,0,10649870
Mumbai,4633,5,2,0,3,1,0,1,87629182
Chennai,744,5,4,0,17,0,1,0,8574076
Pune,520,3,2,1,20,0,1,1,7671945
Chennai,5729,2,4,1,26,0,0,0,44464525
Mumbai,6225,1,4,1,16,1,1,0,114968205
Delhi,893,3,1,1,6,0,1,1,14299786
Mumbai,6029,6,2,0,8,0,0,0,112100840
Hyderabad,5582,4,1,1,2,1,0,0,48648421
Delhi,6267,6,2,1,21,0,1,1,84651797
Pune,4314,2,2,0,8,0,1,1,43799345
Bangalore,2555,3,3,0,26,1,1,1,26159196
Mumbai,4015,5,4,1,3,1,0,0,77388977
Hyderabad,2875,3,1,1,21,0,0,0,24875749
Pune,2410,4,3,1,29,1,1,1,26202103
Delhi,789,2,2,0,18,1,0,1,13025885
Pune,6382,3,4,1,8,0,1,0,63053294
Mumbai,3058,6,1,0,22,1,0,0,57625032
Chennai,5507,1,3,0,22,0,0,0,41143368
Mumbai,860,6,2,1,19,1,0,0,18784238
Bangalore,2122,2,3,0,5,1,1,0,22475348
Mumbai,4814,3,2,0,26,0,0,1,88279096
Delhi,4594,6,2,1,10,1,0,0,64490758
Delhi,2953,3,4,0,23,1,0,0,41523419
Mumbai,2515,6,1,0,14,0,0,1,48116224
Delhi,2540,2,4,0,21,1,0,1,35451194
Chennai,2544,5,1,1,5,1,1,0,22708932
Pune,3300,6,1,0,19,1,0,0,35211857
Mumbai,3470,1,2,0,23,1,0,0,62881780
Chennai,1331,6,3,0,29,0,1,1,13053031
Pune,2293,2,1,1,9,1,0,0,23852136
Pune,4192,6,1,1,23,1,0,0,43073531
Chennai,2291,1,1,1,24,1,0,0,17981037
Hyderabad,3341,1,1,1,21,1,0,1,29260324
Mumbai,5839,2,2,1,17,1,1,0,107659912
Pune,5190,3,4,1,15,0,0,0,52283340
Pune,2654,6,3,1,3,1,0,0,29614109
Delhi,1080,5,2,0,19,0,0,0,16052429
Pune,6343,1,2,0,12,0,0,1,61622772
Chennai,6651,1,2,1,23,0,1,0,50982799
Pune,3353,6,1,1,4,0,0,1,36001367
Hyderabad,2736,3,3,1,19,1,0,1,25686248
Mumbai,4676,6,2,0,23,0,1,1,87254939
Mumbai,2655,2,2,0,28,1,0,0,49169786
Pune,1844,5,2,0,18,1,1,0,21078853
Bangalore,6198,6,1,0,17,0,0,0,57978456
Bangalore,845,1,1,1,19,0,1,1,8431492
Chennai,2386,1,2,0,26,1,1,0,19263851
Bangalore,6971,2,1,0,16,0,1,1,63780201
Chennai,1054,3,3,0,15,1,1,1,11500422
Delhi,4270,6,1,1,0,0,0,1,59850301
Chennai,4897,4,2,1,20,1,0,0,40265718
Bangalore,699,3,3,1,28,1,1,0,8789925
Pune,3440,1,1,0,26,0,1,1,32962369
Delhi,3990,6,2,0,0,0,1,1,57036980
Bangalore,5658,1,4,0,29,0,0,1,51238450
Chennai,806,5,4,1,19,0,1,0,9957300
Hyderabad,3575,3,3,1,23,1,0,1,32614205
Mumbai,2156,4,3,0,13,0,0,0,41616685
Bangalore,6467,5,3,0,23,1,1,0,61420107
Chennai,6822,4,1,1,1,1,1,1,55680756
Delhi,3192,5,3,0,14,1,0,0,45220118
Bangalore,6442,3,1,0,28,1,1,0,59442411
Bangalore,2264,1,2,0,2,0,1,1,22966341
Mumbai,775,4,1,1,29,0,0,0,15558919
Chennai,5771,3,1,1,12,1,1,0,46191344
Hyderabad,3861,4,2,1,18,1,1,0,34600689
Delhi,1901,3,4,1,0,0,0,0,27873434
Chennai,5233,5,1,1,12,0,1,0,42653104
Delhi,2275,3,1,1,14,1,1,0,31685852
Bangalore,3881,5,2,1,15,1,0,0,38736795
Mumbai,5525,1,3,1,29,1,1,1,101430294
Mumbai,4550,5,2,1,10,0,0,1,85836911
Pune,3960,2,4,0,2,0,1,0,39992677
Hyderabad,2380,1,3,0,7,0,0,0,21338544
Mumbai,4335,6,4,0,5,1,0,1,83748440
Bangalore,4778,6,1,0,4,0,1,0,46202901
Hyderabad,2344,3,4,1,25,1,0,0,22519826
Chennai,3877,3,4,0,27,0,1,0,31628054
Mumbai,571,2,2,0,14,1,0,0,12420603
Hyderabad,2176,3,3,0,8,0,1,1,20747387
Bangalore,1795,1,1,1,29,1,0,1,17437394
Pune,6912,1,1,0,22,1,0,0,65933952
Delhi,1543,5,1,0,21,1,1,1,24002730
Delhi,3125,4,3,0,4,0,1,0,43559830
Bangalore,3542,3,3,1,20,0,0,1,33912628
Bangalore,1314,2,4,0,9,1,0,0,14140131
Delhi,6122,6,4,1,24,1,0,1,84208672
Pune,2694,1,3,1,28,1,0,0,27587473
Hyderabad,4000,1,1,0,25,1,0,0,33480940
Delhi,809,1,3,1,5,1,0,1,13663806
Bangalore,2561,4,2,1,27,1,0,1,25625653
Mumbai,4727,4,3,0,10,1,0,0,88532570
Chennai,2377,3,3,1,3,1,1,1,22513208
Pune,3302,6,1,0,19,1,1,1,34855052
Pune,2986,2,4,0,11,0,1,0,30956879
Mumbai,5335,4,2,0,19,1,1,1,98894548
Mumbai,4245,5,2,1,26,1,0,0,80077866
Bangalore,1294,4,2,0,5,1,0,1,15134265
Delhi,6906,1,3,0,0,1,1,0,91932933
Hyderabad,4514,2,1,0,24,0,0,0,37102263
Pune,4853,3,3,1,29,1,0,1,48507104
Pune,5853,4,4,0,17,1,1,0,60045283
Mumbai,3907,1,1,1,1,1,1,0,71930962
Delhi,2956,5,2,1,4,1,1,1,43718841
Pune,2351,5,3,0,15,1,0,0,26006329
Hyderabad,1474,3,1,1,11,0,0,1,14487667
Mumbai,1547,3,3,0,11,1,1,1,31889213
Hyderabad,4866,4,1,1,10,1,1,0,43449003
Delhi,5714,3,2,0,19,1,1,1,77030285
Pune,4737,6,4,0,18,0,1,1,48806341
Chennai,4289,6,4,1,20,0,0,0,35287489
Pune,5497,1,3,0,6,0,1,1,53769336
Delhi,3521,1,2,0,25,0,0,0,45253154
Pune,4869,1,3,1,1,1,1,1,49501174
Pune,6919,6,3,1,28,1,0,0,69063331
Bangalore,4529,4,1,1,28,0,0,1,42286371
Pune,964,4,1,1,5,0,1,0,11416548
Pune,5827,3,1,1,3,1,0,0,58245837
Hyderabad,5915,4,2,0,1,0,1,1,51492386
Chennai,787,1,2,0,16,1,1,0,7006695
Hyderabad,3695,2,3,0,7,0,1,0,32264849
Hyderabad,1375,1,1,1,4,0,0,0,12111587
Mumbai,2492,6,2,1,9,0,1,1,49574178
Bangalore,3425,2,3,0,15,0,0,0,32232368
Hyderabad,6823,3,2,1,1,0,1,1,58863755
Delhi,1620,5,3,0,23,0,0,1,23407449
Delhi,5810,4,4,0,18,1,1,1,79671630
Pune,946,4,1,1,6,1,1,0,12570910
Mumbai,3332,6,4,1,1,1,0,1,65467060
Bangalore,4068,1,3,1,12,1,0,0,38207588
Bangalore,3396,1,3,1,22,0,0,1,31436942
Pune,1221,2,1,1,3,1,1,1,14703559
Delhi,2663,4,1,1,15,0,0,1,37198023
Chennai,3082,6,3,0,9,0,0,0,26722470
Mumbai,1851,3,2,1,16,0,0,1,35128432
Pune,4480,1,1,0,20,1,0,0,43632994
Mumbai,5002,4,3,0,27,0,1,0,91639090
Delhi,3884,5,1,0,13,0,0,1,53747377
Delhi,2225,6,1,1,11,0,0,1,32267233
Chennai,1193,2,4,0,12,0,1,1,11380586
Chennai,3913,1,4,1,29,1,1,0,31687917
Bangalore,994,1,2,1,19,0,1,0,9303447
Mumbai,1447,3,1,1,7,1,0,0,28474135
Mumbai,522,1,3,1,16,0,0,1,10695954
Delhi,1628,6,3,1,17,1,0,0,25232451
Bangalore,6294,4,1,0,20,1,0,0,58377220
Pune,1057,4,1,1,9,1,0,0,13474384
Mumbai,2116,4,2,0,25,1,1,0,41037109
Bangalore,5536,5,2,1,27,1,0,1,53627187
Bangalore,4230,5,2,1,12,1,0,1,42579733
Delhi,5841,1,3,1,1,1,0,1,79070636
Bangalore,2156,5,4,0,26,0,0,0,22034287
Chennai,4673,5,2,0,16,0,0,0,37698540
Chennai,5941,3,3,0,5,1,0,1,48378645
Hyderabad,1306,5,2,0,11,1,1,1,14466511
Delhi,3812,2,3,1,28,1,1,0,51447511
Pune,5637,2,1,1,12,0,1,0,54615728
Hyderabad,5363,2,3,0,27,0,1,0,45173527
Chennai,953,1,1,0,25,0,1,1,8090496
Hyderabad,3475,4,3,0,3,1,1,0,32749442
Delhi,2824,3,4,0,14,1,0,0,39547526
Delhi,1947,1,3,1,15,1,0,1,27834085
Bangalore,6095,4,1,1,20,0,1,0,57439423
Mumbai,5646,3,4,1,18,1,1,0,105022097
Bangalore,3061,3,3,0,14,1,0,1,31326957
Delhi,6484,3,3,0,25,1,0,0,86138077
Chennai,3011,2,2,1,5,0,1,0,25026753
Pune,3371,2,4,0,19,1,1,0,34498720
Chennai,862,2,1,0,28,1,1,1,8044979
Bangalore,3954,3,4,0,5,0,0,1,39139426
Pune,3298,6,1,1,28,0,1,0,34389731
Delhi,5120,3,2,0,4,0,1,0,69396852
Chennai,3953,2,2,1,26,0,1,0,30947316
Delhi,3755,3,1,0,1,1,1,1,52344135
Pune,1717,2,1,0,19,1,0,0,17271931
Pune,1985,2,1,1,1,1,1,1,22580397
Chennai,2603,2,2,1,4,0,0,0,21541765
Delhi,5849,6,4,1,2,0,0,1,80588805
Hyderabad,3036,4,2,1,5,0,1,1,28591560
Delhi,2355,3,3,0,10,0,1,0,33395857
Pune,5317,1,2,0,4,1,0,1,52537703
Delhi,6579,2,3,1,17,1,0,0,87791707
Bangalore,1707,6,3,1,13,0,0,1,18997901
Hyderabad,1948,1,2,0,9,1,0,0,17921641
Mumbai,5994,4,2,0,26,1,0,1,111039093
Bangalore,6684,3,2,0,23,0,1,1,61820754
Mumbai,2007,6,4,1,21,1,1,1,40780008
Chennai,1503,2,2,1,24,1,1,1,13630951
Mumbai,6903,2,1,0,2,1,0,0,126122929
Delhi,1425,2,2,1,15,0,0,1,19693212
Mumbai,5451,6,3,0,29,0,0,1,100768317
Pune,583,1,4,1,15,0,0,1,6778033
Bangalore,6689,4,4,1,10,0,1,1,64696079
Bangalore,4242,3,3,0,3,1,1,1,41970006
Mumbai,4427,4,4,0,10,0,0,0,82184392
Bangalore,2042,2,4,1,7,1,0,0,21121726
Pune,1485,4,1,0,15,1,1,0,16537067
Bangalore,6464,1,1,1,22,0,1,1,59366092
Mumbai,4731,5,4,0,7,0,1,0,89154764
Hyderabad,5802,5,2,0,8,0,0,0,50458612
Hyderabad,6328,3,4,1,13,0,1,1,55008481
Chennai,5791,3,1,0,7,1,0,0,46475041
Bangalore,1408,4,4,1,23,1,1,1,17497742
Mumbai,3408,3,2,1,15,1,1,0,63927297
Bangalore,5185,6,2,1,21,0,1,0,49240233
Delhi,6547,1,1,1,26,0,0,0,84702327
Pune,5551,2,4,0,1,0,0,0,55685474
Bangalore,3237,2,1,1,27,0,1,1,30382604
Bangalore,3086,4,3,1,22,1,0,0,31417791
Hyderabad,1643,2,1,1,19,0,1,1,15408292
Pune,1831,4,1,0,18,1,0,1,20310803
Mumbai,3848,3,1,1,19,1,1,0,70990613
Bangalore,2053,3,4,1,19,1,0,1,22098818
Hyderabad,2842,6,3,0,18,0,0,1,27368432
Chennai,2306,6,4,1,24,0,1,1,21735904
Pune,2600,1,2,1,29,1,1,1,26438250
Hyderabad,1305,2,3,0,18,0,0,0,11980617
Hyderabad,6051,6,1,1,17,0,1,1,52630117
Hyderabad,4647,1,1,1,12,0,1,1,39582793
Bangalore,3275,5,1,0,16,1,1,0,32944521
Bangalore,571,6,4,0,26,1,1,1,10315595
Chennai,527,1,2,0,0,1,0,1,6363082
Delhi,968,4,3,1,20,1,1,1,16415761
Delhi,4483,4,3,1,27,1,0,1,61241677
Delhi,1263,1,4,0,27,0,0,0,16483666
Pune,1924,3,2,1,4,0,0,0,21206874
Pune,2748,5,3,0,27,1,0,0,28594755
Chennai,4332,1,4,1,24,1,1,1,34613239
Pune,5415,6,2,0,19,1,0,0,54465657
Delhi,4560,3,2,0,20,1,1,0,61374703
Delhi,4570,1,3,0,12,0,1,1,61773433
Hyderabad,6085,2,3,1,5,1,0,1,52966261
Pune,2175,6,2,0,28,0,1,1,23448298
Bangalore,1059,6,3,0,9,1,0,1,14411635
Bangalore,4974,4,4,1,22,0,1,1,47779436
Hyderabad,4331,2,2,0,8,0,1,0,37531898
Hyderabad,2418,2,3,1,28,0,1,1,21233144
Hyderabad,5671,6,3,0,5,1,0,1,51500402
Bangalore,578,5,4,0,0,1,0,1,10453361
Delhi,6004,3,3,0,23,1,0,0,80329171
Hyderabad,5429,4,3,0,29,1,1,1,47988951
Chennai,4147,2,3,0,17,0,0,0,31877231
Hyderabad,1531,4,1,0,24,1,1,0,14817275
Mumbai,2572,6,4,0,26,1,1,1,51183839
Hyderabad,5045,3,4,1,22,1,1,0,43977975
Bangalore,6588,1,1,0,6,1,1,1,61423246
Pune,1984,2,4,1,25,1,0,0,20966253
Hyderabad,2745,3,3,1,9,0,0,1,25799554
Pune,6338,4,3,1,11,0,1,1,64166223
Mumbai,6566,6,3,1,20,0,1,1,122765607
Chennai,2050,3,4,1,23,1,1,0,18310242
Pune,5285,1,4,1,25,1,0,0,52145260
Delhi,6586,3,2,0,14,0,1,0,87044120
Hyderabad,5997,6,1,0,16,1,0,0,52596439
Mumbai,5182,4,4,0,2,0,0,1,97109787
Mumbai,6747,2,2,0,24,0,0,0,122195005
Pune,2329,2,1,0,14,0,1,0,23175549
Chennai,4251,5,1,1,0,0,0,0,35165435
Bangalore,6581,4,3,1,10,0,0,0,62124715
Hyderabad,5222,5,3,1,23,1,0,0,45878541
Mumbai,2531,5,2,0,5,1,0,0,49004655
Chennai,4959,6,2,0,27,1,0,0,39943090
Delhi,4356,6,3,0,28,1,1,0,61038060
Mumbai,2682,6,3,0,15,0,1,0,51784736
Chennai,4969,1,1,1,25,0,0,1,37392727
Bangalore,6682,4,1,1,20,0,1,1,62449075
Bangalore,6583,2,4,0,11,0,0,1,61230449
Mumbai,2594,4,3,1,21,1,1,0,49796622
Mumbai,6679,6,1,0,26,0,1,1,123005047
Pune,4403,1,2,0,20,0,0,1,42078869
Hyderabad,6738,4,1,0,14,0,0,1,57578583
Chennai,3532,4,3,1,24,1,1,1,30125113
Mumbai,5980,5,1,1,17,0,1,1,111085312
Hyderabad,2048,4,3,1,9,0,1,1,19964214
Pune,5765,5,1,0,21,0,0,1,57523702
Hyderabad,6536,5,4,0,11,1,0,0,57201727
Mumbai,867,3,4,0,19,1,1,0,19042904
Bangalore,564,6,2,1,18,0,0,0,8645491
Chennai,3799,1,2,0,27,1,1,1,30299581
Chennai,5349,5,3,0,4,1,0,0,43966164
Bangalore,6139,4,3,1,17,0,0,0,57246442
Mumbai,2535,5,3,0,18,1,0,1,49294779
Chennai,3363,5,1,1,22,1,1,1,29463505
Mumbai,2376,5,1,1,11,0,1,1,46607392
Pune,6174,2,1,0,0,0,1,1,61186115
Mumbai,5351,2,2,0,1,1,0,0,98603541
Hyderabad,2728,2,3,0,2,0,0,0,23699759
Bangalore,6120,2,1,0,25,1,1,1,56900622
Mumbai,1096,3,2,1,28,0,1,1,21453843
Pune,4106,5,4,1,29,1,0,1,43633579
Delhi,3174,3,3,1,11,0,0,0,43793216
Bangalore,4389,4,4,1,13,1,0,1,44440208
Chennai,4006,6,2,1,6,1,0,0,35291267
Hyderabad,2334,1,3,1,3,1,0,1,21574801
Chennai,1895,3,1,1,11,1,0,0,16558143
Pune,2086,2,2,0,23,1,1,0,21934825
Pune,611,2,4,0,7,1,0,1,9725578
Chennai,952,4,4,0,0,1,1,1,12890021
Bangalore,3303,5,4,0,4,1,0,1,34809942
Chennai,3131,1,2,0,0,0,0,0,24166389
Mumbai,2686,3,2,0,14,1,1,0,50917631
Chennai,6467,5,3,1,12,0,0,1,51930288
Hyderabad,6874,5,3,0,28,0,1,1,58879414
Hyderabad,5858,6,4,0,22,1,1,0,52746429
Delhi,4848,6,2,1,12,0,1,1,67240101
Hyderabad,2504,3,3,1,3,0,0,1,23851284
Chennai,1959,3,2,0,14,0,1,0,16222765
Hyderabad,2442,3,1,1,11,0,1,0,22213932
Bangalore,3993,3,2,0,7,0,0,0,37570874
Hyderabad,5922,2,4,1,15,0,1,0,50758330
Mumbai,6715,5,2,0,11,1,1,0,124354206
Bangalore,2357,5,4,0,23,1,0,1,24783612
Delhi,6865,2,3,0,24,0,1,0,90823253
Mumbai,5696,5,3,1,26,1,0,0,105671669
Chennai,561,3,3,1,5,0,1,1,7985910
Chennai,1994,1,1,0,22,0,0,1,15022430
Chennai,1680,6,4,1,14,0,1,0,17455593
Mumbai,5401,6,1,1,6,1,1,0,101272531
Mumbai,6768,5,1,0,4,1,0,0,125419295
Mumbai,3288,1,3,0,22,1,1,0,60672863
Bangalore,2375,6,4,1,14,0,1,1,26650639
Pune,2708,1,2,1,24,1,1,1,27780272
Bangalore,5136,2,2,0,27,1,0,0,47020289
Chennai,5221,4,4,1,29,0,0,1,41983978
Pune,6210,5,2,1,11,1,0,1,63868552
Hyderabad,605,2,3,1,10,1,1,0,7738860
Chennai,1654,2,3,0,3,1,0,1,16380866
Delhi,3928,1,1,1,12,1,1,0,52423203
Bangalore,4587,5,3,1,17,0,0,1,44917953
Mumbai,2208,2,2,0,7,0,0,0,40683170
Bangalore,3323,3,1,1,6,0,0,0,31612405
Mumbai,4425,2,4,0,21,0,0,0,81658168
Pune,2408,3,4,0,22,0,1,1,25500275
Delhi,2549,4,1,0,27,0,0,1,34858712
Pune,6876,3,3,0,15,1,1,1,68594929
Delhi,4964,3,1,0,2,0,0,0,65662090
Bangalore,1774,1,1,0,21,0,1,1,17149056
Mumbai,1445,2,3,1,25,1,1,1,28639477
Pune,4404,4,4,0,29,1,0,0,45357094
